Day,Month,Year,Grid Cell Number,First Thickness Measurement (cm),Second Thickness Measurement (cm),Observer(s) Initials
Jour,Mois,Année,Numéro de cellule de grille,Première mesure de l’épaisseur (cm),Deuxième mesure de l’épaisseur (cm),Initiales de l’observateur
10,8,2009,53,47.7,52.8,"DS, MN, AF"
10,8,2009,54,65.5,63.5,"DS, MN, AF"
10,8,2009,55,61.3,61.6,"DS, MN, AF"
10,8,2009,56,53.3,59.5,"DS, MN, AF"
10,8,2009,57,41.6,61,"DS, MN, AF"
10,8,2009,58,56.2,58.8,"DS, MN, AF"
10,8,2009,59,54.7,61.2,"DS, MN, AF"
10,8,2009,60,42.8,54.2,"DS, MN, AF"
10,8,2009,61,54.4,54.5,"DS, MN, AF"
10,8,2009,62,63.5,61.8,"DS, MN, AF"
10,8,2009,63,52.4,57.8,"DS, MN, AF"
10,8,2009,64,61.9,67.4,"DS, MN, AF"
10,8,2009,65,67.8,70.6,"DS, MN, AF"
10,8,2009,66,67.5,69,"DS, MN, AF"
10,8,2009,67,60.4,57.2,"DS, MN, AF"
10,8,2009,68,65.1,66.6,"DS, MN, AF"
10,8,2009,69,55.8,58.6,"DS, MN, AF"
10,8,2009,70,60.3,58.7,"DS, MN, AF"
10,8,2009,71,54,57.2,"DS, MN, AF"
10,8,2009,72,58,65.2,"DS, MN, AF"
10,8,2009,73,71.9,71.8,"DS, MN, AF"
10,8,2009,74,55.9,55.5,"DS, MN, AF"
10,8,2009,75,52.9,53.2,"DS, MN, AF"
10,8,2009,76,58.2,57.5,"DS, MN, AF"
10,8,2009,77,68.2,66.1,"DS, MN, AF"
10,8,2009,78,57.4,61.8,"DS, MN, AF"
10,8,2009,79,28.6,35.6,"DS, MN, AF"
10,8,2009,80,54.1,51.3,"DS, MN, AF"
10,8,2009,81,53.4,55.8,"DS, MN, AF"
10,8,2009,82,56.4,57.3,"DS, MN, AF"
10,8,2009,83,71.9,70.5,"DS, MN, AF"
10,8,2009,84,65.4,67.5,"DS, MN, AF"
10,8,2009,85,76.1,75.3,"DS, MN, AF"
10,8,2009,86,71,66.9,"DS, MN, AF"
10,8,2009,87,66,67,"DS, MN, AF"
10,8,2009,88,56.9,54.8,"DS, MN, AF"
10,8,2009,89,54.4,49.9,"DS, MN, AF"
10,8,2009,90,49.3,46.9,"DS, MN, AF"
10,8,2009,91,71.6,72.1,"DS, MN, AF"
10,8,2009,92,73.3,69.5,"DS, MN, AF"
10,8,2009,93,79.1,79,"DS, MN, AF"
10,8,2009,94,57.4,71.8,"DS, MN, AF"
10,8,2009,95,54.8,69,"DS, MN, AF"
10,8,2009,96,67.5,69,"DS, MN, AF"
10,8,2009,97,61.5,54.5,"DS, MN, AF"
10,8,2009,98,59.2,62.9,"DS, MN, AF"
10,8,2009,99,45,50.8,"DS, MN, AF"
10,8,2009,100,58.5,67.5,"DS, MN, AF"
9,8,2010,1,69.2,81.8,"DS, MN, AF"
9,8,2010,2,75.4,72.7,"DS, MN, AF"
9,8,2010,3,69,59.2,"DS, MN, AF"
9,8,2010,4,71.3,64.8,"DS, MN, AF"
9,8,2010,5,67.7,61.2,"DS, MN, AF"
9,8,2010,6,68.4,69.2,"DS, MN, AF"
9,8,2010,7,54.3,53,"DS, MN, AF"
9,8,2010,8,56.5,59.7,"DS, MN, AF"
9,8,2010,9,63.4,67.8,"DS, MN, AF"
9,8,2010,10,61.7,65.6,"DS, MN, AF"
9,8,2010,11,65.4,61.9,"DS, MN, AF"
9,8,2010,12,74.2,69.8,"DS, MN, AF"
9,8,2010,13,53.3,53.7,"DS, MN, AF"
9,8,2010,14,54.8,50.7,"DS, MN, AF"
9,8,2010,15,50.4,53.7,"DS, MN, AF"
9,8,2010,16,39.7,53.4,"DS, MN, AF"
9,8,2010,17,59.4,70.4,"DS, MN, AF"
9,8,2010,18,60.2,54.8,"DS, MN, AF"
9,8,2010,19,56.9,59.5,"DS, MN, AF"
9,8,2010,20,65.5,52.6,"DS, MN, AF"
9,8,2010,21,59.1,74.3,"DS, MN, AF"
9,8,2010,22,70.5,67.5,"DS, MN, AF"
9,8,2010,23,50.6,61.2,"DS, MN, AF"
9,8,2010,24,62.7,58.1,"DS, MN, AF"
9,8,2010,25,53.6,61.6,"DS, MN, AF"
9,8,2010,26,51.1,44.3,"DS, MN, AF"
9,8,2010,27,53.7,51.7,"DS, MN, AF"
9,8,2010,28,62.8,52.7,"DS, MN, AF"
9,8,2010,29,62.5,44.3,"DS, MN, AF"
9,8,2010,30,70.6,66.6,"DS, MN, AF"
9,8,2010,31,68.2,72.4,"DS, MN, AF"
9,8,2010,32,67.2,69,"DS, MN, AF"
9,8,2010,33,63.6,55.5,"DS, MN, AF"
9,8,2010,34,55,54.3,"DS, MN, AF"
9,8,2010,35,46.7,59.5,"DS, MN, AF"
9,8,2010,36,48.4,57.8,"DS, MN, AF"
9,8,2010,37,57.7,48.5,"DS, MN, AF"
9,8,2010,38,67.4,59,"DS, MN, AF"
9,8,2010,39,54.1,53.4,"DS, MN, AF"
9,8,2010,40,55.7,68.8,"DS, MN, AF"
9,8,2010,41,69.4,69.2,"DS, MN, AF"
9,8,2010,42,67.6,66,"DS, MN, AF"
9,8,2010,43,57.5,57.7,"DS, MN, AF"
9,8,2010,44,45.7,43.6,"DS, MN, AF"
9,8,2010,45,53.3,42.5,"DS, MN, AF"
9,8,2010,46,51.3,48.7,"DS, MN, AF"
9,8,2010,47,55.1,54.6,"DS, MN, AF"
9,8,2010,48,46.9,48,"DS, MN, AF"
9,8,2010,49,68.8,56.7,"DS, MN, AF"
9,8,2010,50,60.4,63.2,"DS, MN, AF"
9,8,2010,51,58.3,59.8,"DS, MN, AF"
9,8,2010,52,48.8,54.4,"DS, MN, AF"
9,8,2010,53,48.6,47.2,"DS, MN, AF"
9,8,2010,54,62,54.9,"DS, MN, AF"
9,8,2010,55,61,57.9,"DS, MN, AF"
9,8,2010,56,45.9,59.8,"DS, MN, AF"
9,8,2010,57,50.3,64.8,"DS, MN, AF"
9,8,2010,58,62.9,43.7,"DS, MN, AF"
9,8,2010,59,59.6,54.4,"DS, MN, AF"
9,8,2010,60,52.6,50.7,"DS, MN, AF"
9,8,2010,61,58.7,53.1,"DS, MN, AF"
9,8,2010,62,56.3,60.2,"DS, MN, AF"
9,8,2010,63,49.6,58.6,"DS, MN, AF"
9,8,2010,64,62.2,62.5,"DS, MN, AF"
9,8,2010,65,62.9,59.2,"DS, MN, AF"
9,8,2010,66,60.8,61,"DS, MN, AF"
9,8,2010,67,54.8,55.1,"DS, MN, AF"
9,8,2010,68,59.1,58.7,"DS, MN, AF"
9,8,2010,69,45.5,55.3,"DS, MN, AF"
9,8,2010,70,47.4,46.6,"DS, MN, AF"
9,8,2010,71,53.3,57.9,"DS, MN, AF"
9,8,2010,72,65.4,60,"DS, MN, AF"
9,8,2010,73,69.1,68.8,"DS, MN, AF"
9,8,2010,74,65,59.8,"DS, MN, AF"
9,8,2010,75,59.4,58.8,"DS, MN, AF"
9,8,2010,76,50.6,54.5,"DS, MN, AF"
9,8,2010,77,51.1,60.6,"DS, MN, AF"
9,8,2010,78,47.2,63.3,"DS, MN, AF"
9,8,2010,79,43.3,38.3,"DS, MN, AF"
9,8,2010,80,53.3,39.8,"DS, MN, AF"
9,8,2010,81,55.3,58.8,"DS, MN, AF"
9,8,2010,82,56.4,62.6,"DS, MN, AF"
9,8,2010,83,70.9,71.9,"DS, MN, AF"
9,8,2010,84,60.8,56.6,"DS, MN, AF"
9,8,2010,85,64.8,66.8,"DS, MN, AF"
9,8,2010,86,57.8,55.8,"DS, MN, AF"
9,8,2010,87,62.2,56.1,"DS, MN, AF"
9,8,2010,88,44.1,52.3,"DS, MN, AF"
9,8,2010,89,45.8,55.2,"DS, MN, AF"
9,8,2010,90,40.4,41.5,"DS, MN, AF"
9,8,2010,91,70.5,62.6,"DS, MN, AF"
9,8,2010,92,75.6,71.8,"DS, MN, AF"
9,8,2010,93,73.9,65.9,"DS, MN, AF"
9,8,2010,94,57.8,67.6,"DS, MN, AF"
9,8,2010,95,67.5,64.4,"DS, MN, AF"
9,8,2010,96,59.9,51.8,"DS, MN, AF"
9,8,2010,97,49.1,52.5,"DS, MN, AF"
9,8,2010,98,65.1,57.2,"DS, MN, AF"
9,8,2010,99,39.7,48,"DS, MN, AF"
9,8,2010,100,52.6,45.6,"DS, MN, AF"
16,7,2011,1,76.5,76.5,"AS, SA"
16,7,2011,2,74.6,71,"AS, SA"
16,7,2011,3,61.2,69.4,"AS, SA"
16,7,2011,4,70.1,69.5,"AS, SA"
16,7,2011,5,70.1,73,"AS, SA"
16,7,2011,6,58.5,72.7,"AS, SA"
16,7,2011,7,71.6,72.6,"AS, SA"
16,7,2011,8,73.4,67.1,"AS, SA"
16,7,2011,9,68.2,71.8,"AS, SA"
16,7,2011,10,58.8,69.5,"AS, SA"
16,7,2011,11,57.8,75.2,"AS, SA"
16,7,2011,12,61.1,70.3,"AS, SA"
16,7,2011,13,69.1,70.7,"AS, SA"
16,7,2011,14,60.3,66.5,"AS, SA"
16,7,2011,15,57.7,58.6,"AS, SA"
16,7,2011,16,64.7,57.5,"AS, SA"
16,7,2011,17,64.6,74.8,"AS, SA"
16,7,2011,18,67.2,62.1,"AS, SA"
16,7,2011,19,69.1,63.2,"AS, SA"
16,7,2011,20,62,74.7,"AS, SA"
16,7,2011,21,58.9,71.4,"AS, SA"
16,7,2011,22,71.2,62.2,"AS, SA"
16,7,2011,23,71,66.5,"AS, SA"
16,7,2011,24,66.6,64.4,"AS, SA"
16,7,2011,25,62,66.1,"AS, SA"
16,7,2011,26,64.6,57.2,"AS, SA"
16,7,2011,27,58.2,62.5,"AS, SA"
16,7,2011,28,78.5,70.5,"AS, SA"
16,7,2011,29,68.9,74.6,"AS, SA"
16,7,2011,30,74.7,68.7,"AS, SA"
16,7,2011,31,66.4,66.3,"AS, SA"
16,7,2011,32,67.2,72,"AS, SA"
16,7,2011,33,72.3,69,"AS, SA"
16,7,2011,34,67.2,66.9,"AS, SA"
16,7,2011,35,59.6,70.8,"AS, SA"
16,7,2011,36,64.5,63.3,"AS, SA"
16,7,2011,37,61.8,57.2,"AS, SA"
16,7,2011,38,64.6,62.3,"AS, SA"
16,7,2011,39,76.5,67.8,"AS, SA"
16,7,2011,40,67.7,57.2,"AS, SA"
16,7,2011,41,68.7,70.1,"AS, SA"
16,7,2011,42,64.4,69,"AS, SA"
16,7,2011,43,70,57.7,"AS, SA"
16,7,2011,44,61.1,64.7,"AS, SA"
16,7,2011,45,50.9,53.2,"AS, SA"
16,7,2011,46,65.9,69,"AS, SA"
16,7,2011,47,73,69,"AS, SA"
16,7,2011,48,73.5,71.4,"AS, SA"
16,7,2011,49,68.2,62.7,"AS, SA"
16,7,2011,50,65.4,70.8,"AS, SA"
16,7,2011,51,60,70,"AS, SA"
16,7,2011,52,59,54.5,"AS, SA"
16,7,2011,53,49.8,55.4,"AS, SA"
16,7,2011,54,65.5,63.7,"AS, SA"
16,7,2011,55,65.5,63.6,"AS, SA"
16,7,2011,56,65.5,65.1,"AS, SA"
16,7,2011,57,65.5,59.3,"AS, SA"
16,7,2011,58,66.7,63.9,"AS, SA"
16,7,2011,59,60.4,65.6,"AS, SA"
16,7,2011,60,51.2,63.6,"AS, SA"
16,7,2011,61,65,60.5,"AS, SA"
16,7,2011,62,44,65,"AS, SA"
16,7,2011,63,60,64.1,"AS, SA"
16,7,2011,64,72.9,74.8,"AS, SA"
16,7,2011,65,66.8,67.9,"AS, SA"
16,7,2011,66,72,71.6,"AS, SA"
16,7,2011,67,69,69.9,"AS, SA"
16,7,2011,68,60.1,66.3,"AS, SA"
16,7,2011,69,58.4,64,"AS, SA"
16,7,2011,70,58.6,54.1,"AS, SA"
16,7,2011,71,64.6,63.5,"AS, SA"
16,7,2011,72,67.2,68,"AS, SA"
16,7,2011,73,76.2,72,"AS, SA"
16,7,2011,74,76.9,71.4,"AS, SA"
16,7,2011,75,70.5,73,"AS, SA"
16,7,2011,76,72.4,69,"AS, SA"
16,7,2011,77,64.5,76.1,"AS, SA"
16,7,2011,78,64.5,60.6,"AS, SA"
16,7,2011,79,49.7,56.6,"AS, SA"
16,7,2011,80,47,54.4,"AS, SA"
16,7,2011,81,59.1,56.3,"AS, SA"
16,7,2011,82,72.2,67,"AS, SA"
16,7,2011,83,67,61.1,"AS, SA"
16,7,2011,84,65,50.1,"AS, SA"
16,7,2011,85,74.6,73.1,"AS, SA"
16,7,2011,86,72.8,71.1,"AS, SA"
16,7,2011,87,63.5,65.6,"AS, SA"
16,7,2011,88,72.1,60.9,"AS, SA"
16,7,2011,89,59.6,59.2,"AS, SA"
16,7,2011,90,50.6,61.1,"AS, SA"
16,7,2011,91,73,69.5,"AS, SA"
16,7,2011,92,80.2,74.8,"AS, SA"
16,7,2011,93,79.4,79,"AS, SA"
16,7,2011,94,79.4,72.9,"AS, SA"
16,7,2011,95,73.2,78.1,"AS, SA"
16,7,2011,96,63.6,61.8,"AS, SA"
16,7,2011,97,66,63.2,"AS, SA"
16,7,2011,98,70.1,64.3,"AS, SA"
16,7,2011,99,53.5,63.1,"AS, SA"
16,7,2011,100,68.2,51.5,"AS, SA"
27,7,2012,1,78,75,"AS, AF"
27,7,2012,2,76,76,"AS, AF"
27,7,2012,3,72,76,"AS, AF"
27,7,2012,4,73,66,"AS, AF"
27,7,2012,5,70,64,"AS, AF"
27,7,2012,6,71,70,"AS, AF"
27,7,2012,7,71,72,"AS, AF"
27,7,2012,8,71,66,"AS, AF"
27,7,2012,9,73,71,"AS, AF"
27,7,2012,10,69,63,"AS, AF"
27,7,2012,11,76,70,"AS, AF"
27,7,2012,12,71,79,"AS, AF"
27,7,2012,13,65,61,"AS, AF"
27,7,2012,14,65,57,"AS, AF"
27,7,2012,15,59,57,"AS, AF"
27,7,2012,16,51,64,"AS, AF"
27,7,2012,17,66,64,"AS, AF"
27,7,2012,18,68,70,"AS, AF"
27,7,2012,19,66,69,"AS, AF"
27,7,2012,20,70,70,"AS, AF"
27,7,2012,21,73,71,"AS, AF"
27,7,2012,22,71,70,"AS, AF"
27,7,2012,23,66,66,"AS, AF"
27,7,2012,24,64,66,"AS, AF"
27,7,2012,25,64,62,"AS, AF"
27,7,2012,26,63,58,"AS, AF"
27,7,2012,27,62,64,"AS, AF"
27,7,2012,28,75,67,"AS, AF"
27,7,2012,29,73,71,"AS, AF"
27,7,2012,30,71,71,"AS, AF"
27,7,2012,31,68,70,"AS, AF"
27,7,2012,32,71,71,"AS, AF"
27,7,2012,33,70,66,"AS, AF"
27,7,2012,34,70,70,"AS, AF"
27,7,2012,35,68,67,"AS, AF"
27,7,2012,36,56,65,"AS, AF"
27,7,2012,37,68,52,"AS, AF"
27,7,2012,38,69,69,"AS, AF"
27,7,2012,39,64,69,"AS, AF"
27,7,2012,40,60,67,"AS, AF"
27,7,2012,41,66,67,"AS, AF"
27,7,2012,42,68,70,"AS, AF"
27,7,2012,43,66,69,"AS, AF"
27,7,2012,44,65,67,"AS, AF"
27,7,2012,45,55,51,"AS, AF"
27,7,2012,46,70,57,"AS, AF"
27,7,2012,47,72,67,"AS, AF"
27,7,2012,48,67,60,"AS, AF"
27,7,2012,49,70,60,"AS, AF"
27,7,2012,50,72,62,"AS, AF"
27,7,2012,51,63,68,"AS, AF"
27,7,2012,52,62,64,"AS, AF"
27,7,2012,53,54,66,"AS, AF"
27,7,2012,54,66,67,"AS, AF"
27,7,2012,55,65,61,"AS, AF"
27,7,2012,56,64,59,"AS, AF"
27,7,2012,57,66,67,"AS, AF"
27,7,2012,58,62,71,"AS, AF"
27,7,2012,59,58,66,"AS, AF"
27,7,2012,60,60,66,"AS, AF"
27,7,2012,61,67,65,"AS, AF"
27,7,2012,62,67,61,"AS, AF"
27,7,2012,63,62,59,"AS, AF"
27,7,2012,64,69,62,"AS, AF"
27,7,2012,65,68,66,"AS, AF"
27,7,2012,66,69,73,"AS, AF"
27,7,2012,67,69,64,"AS, AF"
27,7,2012,68,61,58,"AS, AF"
27,7,2012,69,55,53,"AS, AF"
27,7,2012,70,58,60,"AS, AF"
27,7,2012,71,65,65,"AS, AF"
27,7,2012,72,67,66,"AS, AF"
27,7,2012,73,73,75,"AS, AF"
27,7,2012,74,66,70,"AS, AF"
27,7,2012,75,73,71,"AS, AF"
27,7,2012,76,62,64,"AS, AF"
27,7,2012,77,60,69,"AS, AF"
27,7,2012,78,64,62,"AS, AF"
27,7,2012,79,46,62,"AS, AF"
27,7,2012,80,51,48,"AS, AF"
27,7,2012,81,61,59,"AS, AF"
27,7,2012,82,71,72,"AS, AF"
27,7,2012,83,73,74,"AS, AF"
27,7,2012,84,70,66,"AS, AF"
27,7,2012,85,68,68,"AS, AF"
27,7,2012,86,65,58,"AS, AF"
27,7,2012,87,59,63,"AS, AF"
27,7,2012,88,57,61,"AS, AF"
27,7,2012,89,57,53,"AS, AF"
27,7,2012,90,42,55,"AS, AF"
27,7,2012,91,72,67,"AS, AF"
27,7,2012,92,73,73,"AS, AF"
27,7,2012,93,79,79,"AS, AF"
27,7,2012,94,72,62,"AS, AF"
27,7,2012,95,76,75,"AS, AF"
27,7,2012,96,68,62,"AS, AF"
27,7,2012,97,70,64,"AS, AF"
27,7,2012,98,56,59,"AS, AF"
27,7,2012,99,46,52,"AS, AF"
27,7,2012,100,66,53,"AS, AF"
31,7,2013,1,56,60,"AS, RB, SA"
31,7,2013,2,58,54,"AS, RB, SA"
31,7,2013,3,60,55,"AS, RB, SA"
31,7,2013,4,63,58,"AS, RB, SA"
31,7,2013,5,58,48,"AS, RB, SA"
31,7,2013,6,64,62,"AS, RB, SA"
31,7,2013,7,69,59,"AS, RB, SA"
31,7,2013,8,66,59,"AS, RB, SA"
31,7,2013,9,67,67,"AS, RB, SA"
31,7,2013,10,62,60,"AS, RB, SA"
31,7,2013,11,58,65,"AS, RB, SA"
31,7,2013,12,66,69,"AS, RB, SA"
31,7,2013,13,51,60,"AS, RB, SA"
31,7,2013,14,60,54,"AS, RB, SA"
31,7,2013,15,62,62,"AS, RB, SA"
31,7,2013,16,54,55,"AS, RB, SA"
31,7,2013,17,56,66,"AS, RB, SA"
31,7,2013,18,64,62,"AS, RB, SA"
31,7,2013,19,56,67,"AS, RB, SA"
31,7,2013,20,63,56,"AS, RB, SA"
31,7,2013,21,65,60,"AS, RB, SA"
31,7,2013,22,62,60,"AS, RB, SA"
31,7,2013,23,66,61,"AS, RB, SA"
31,7,2013,24,54,67,"AS, RB, SA"
31,7,2013,25,61,60,"AS, RB, SA"
31,7,2013,26,60,59,"AS, RB, SA"
31,7,2013,27,55,57,"AS, RB, SA"
31,7,2013,28,62,63,"AS, RB, SA"
31,7,2013,29,60,51,"AS, RB, SA"
31,7,2013,30,68,63,"AS, RB, SA"
31,7,2013,31,62,59,"AS, RB, SA"
31,7,2013,32,64,64,"AS, RB, SA"
31,7,2013,33,60,62,"AS, RB, SA"
31,7,2013,34,60,60,"AS, RB, SA"
31,7,2013,35,62,55,"AS, RB, SA"
31,7,2013,36,48,55,"AS, RB, SA"
31,7,2013,37,49,49,"AS, RB, SA"
31,7,2013,38,58,56,"AS, RB, SA"
31,7,2013,39,48,53,"AS, RB, SA"
31,7,2013,40,70,63,"AS, RB, SA"
31,7,2013,41,56,61,"AS, RB, SA"
31,7,2013,42,66,64,"AS, RB, SA"
31,7,2013,43,58,57,"AS, RB, SA"
31,7,2013,44,60,55,"AS, RB, SA"
31,7,2013,45,56,55,"AS, RB, SA"
31,7,2013,46,60,56,"AS, RB, SA"
31,7,2013,47,67,57,"AS, RB, SA"
31,7,2013,48,57,63,"AS, RB, SA"
31,7,2013,49,58,59,"AS, RB, SA"
31,7,2013,50,61,73,"AS, RB, SA"
31,7,2013,51,54,59,"AS, RB, SA"
31,7,2013,52,56,51,"AS, RB, SA"
31,7,2013,53,50,38,"AS, RB, SA"
31,7,2013,54,63,55,"AS, RB, SA"
31,7,2013,55,60,53,"AS, RB, SA"
31,7,2013,56,63,63,"AS, RB, SA"
31,7,2013,57,57,57,"AS, RB, SA"
31,7,2013,58,54,55,"AS, RB, SA"
31,7,2013,59,58,58,"AS, RB, SA"
31,7,2013,60,53,56,"AS, RB, SA"
31,7,2013,61,59,53,"AS, RB, SA"
31,7,2013,62,59,58,"AS, RB, SA"
31,7,2013,63,55,56,"AS, RB, SA"
31,7,2013,64,64,64,"AS, RB, SA"
31,7,2013,65,64,56,"AS, RB, SA"
31,7,2013,66,60,60,"AS, RB, SA"
31,7,2013,67,64,62,"AS, RB, SA"
31,7,2013,68,60,56,"AS, RB, SA"
31,7,2013,69,57,49,"AS, RB, SA"
31,7,2013,70,57,43,"AS, RB, SA"
31,7,2013,71,51,58,"AS, RB, SA"
31,7,2013,72,58,59,"AS, RB, SA"
31,7,2013,73,48,56,"AS, RB, SA"
31,7,2013,74,48,59,"AS, RB, SA"
31,7,2013,75,48,60,"AS, RB, SA"
31,7,2013,76,60,67,"AS, RB, SA"
31,7,2013,77,58,52,"AS, RB, SA"
31,7,2013,78,56,54,"AS, RB, SA"
31,7,2013,79,36,38,"AS, RB, SA"
31,7,2013,80,48,50,"AS, RB, SA"
31,7,2013,81,54,53,"AS, RB, SA"
31,7,2013,82,55,46,"AS, RB, SA"
31,7,2013,83,64,53,"AS, RB, SA"
31,7,2013,84,61,59,"AS, RB, SA"
31,7,2013,85,47,62,"AS, RB, SA"
31,7,2013,86,63,56,"AS, RB, SA"
31,7,2013,87,59,56,"AS, RB, SA"
31,7,2013,88,51,63,"AS, RB, SA"
31,7,2013,89,47,57,"AS, RB, SA"
31,7,2013,90,46,47,"AS, RB, SA"
31,7,2013,91,50,63,"AS, RB, SA"
31,7,2013,92,64,63,"AS, RB, SA"
31,7,2013,93,59,54,"AS, RB, SA"
31,7,2013,94,63,71,"AS, RB, SA"
31,7,2013,95,58,68,"AS, RB, SA"
31,7,2013,96,61,65,"AS, RB, SA"
31,7,2013,97,63,58,"AS, RB, SA"
31,7,2013,98,60,62,"AS, RB, SA"
31,7,2013,99,39,45,"AS, RB, SA"
31,7,2013,100,56,55,"AS, RB, SA"
25,7,2014,1,68,78,"EH, AF"
25,7,2014,2,79,66,"EH, AF"
25,7,2014,3,62.5,59.5,"EH, AF"
25,7,2014,4,67,60,"EH, AF"
25,7,2014,5,64,63,"EH, AF"
25,7,2014,6,61,59,"EH, AF"
25,7,2014,7,59,58,"EH, AF"
25,7,2014,8,63,66,"EH, AF"
25,7,2014,9,63,64,"EH, AF"
25,7,2014,10,54,56,"EH, AF"
25,7,2014,11,50,61,"EH, AF"
25,7,2014,12,64,68,"EH, AF"
25,7,2014,13,44,46,"EH, AF"
25,7,2014,14,61,60,"EH, AF"
25,7,2014,15,57,61,"EH, AF"
25,7,2014,16,48,48,"EH, AF"
25,7,2014,17,48,52,"EH, AF"
25,7,2014,18,63,60,"EH, AF"
25,7,2014,19,51,51,"EH, AF"
25,7,2014,20,61,63,"EH, AF"
25,7,2014,21,59,55,"EH, AF"
25,7,2014,22,54,62,"EH, AF"
25,7,2014,23,63,64,"EH, AF"
25,7,2014,24,43,46,"EH, AF"
25,7,2014,25,52.5,51.5,"EH, AF"
25,7,2014,26,59,59.5,"EH, AF"
25,7,2014,27,48,50,"EH, AF"
25,7,2014,28,58,59.5,"EH, AF"
25,7,2014,29,57,63,"EH, AF"
25,7,2014,30,66,65,"EH, AF"
25,7,2014,31,64,63,"EH, AF"
25,7,2014,32,61.5,59,"EH, AF"
25,7,2014,33,42.5,57,"EH, AF"
25,7,2014,34,50.5,55.5,"EH, AF"
25,7,2014,35,59.5,59,"EH, AF"
25,7,2014,36,32,34.5,"EH, AF"
25,7,2014,37,45.5,46,"EH, AF"
25,7,2014,38,55.5,63,"EH, AF"
25,7,2014,39,38,35.5,"EH, AF"
25,7,2014,40,59,57,"EH, AF"
26,7,2014,41,56,56,"EH, DU"
26,7,2014,42,57,56.5,"EH, DU"
26,7,2014,43,51,46,"EH, DU"
26,7,2014,44,58,55,"EH, DU"
26,7,2014,45,48.5,32,"EH, DU"
26,7,2014,46,58,58,"EH, DU"
26,7,2014,47,65,67,"EH, DU"
26,7,2014,48,58,59,"EH, DU"
26,7,2014,49,64,63.5,"EH, DU"
26,7,2014,50,62,62,"EH, DU"
26,7,2014,51,50,50.5,"EH, DU"
26,7,2014,52,49,49.5,"EH, DU"
26,7,2014,53,41,45,"EH, DU"
26,7,2014,54,61,59,"EH, DU"
26,7,2014,55,57,62,"EH, DU"
26,7,2014,56,60,60,"EH, DU"
26,7,2014,57,52,60,"EH, DU"
26,7,2014,58,57,49.5,"EH, DU"
26,7,2014,59,53,49,"EH, DU"
26,7,2014,60,41,50,"EH, DU"
26,7,2014,61,49.5,49,"EH, DU"
26,7,2014,62,60,62,"EH, DU"
26,7,2014,63,51,49,"EH, DU"
26,7,2014,64,64,53,"EH, DU"
26,7,2014,65,64,59.5,"EH, DU"
26,7,2014,66,61.5,61,"EH, DU"
26,7,2014,67,61.5,63,"EH, DU"
26,7,2014,68,60.5,58.5,"EH, DU"
26,7,2014,69,53,48,"EH, DU"
26,7,2014,70,43,47,"EH, DU"
26,7,2014,71,54,50,"EH, DU"
26,7,2014,72,57,57,"EH, DU"
26,7,2014,73,56.5,65,"EH, DU"
26,7,2014,74,47,46,"EH, DU"
26,7,2014,75,50,54,"EH, DU"
26,7,2014,76,48,57.5,"EH, DU"
26,7,2014,77,59,52.5,"EH, DU"
26,7,2014,78,53,55,"EH, DU"
26,7,2014,79,36,42,"EH, DU"
26,7,2014,80,48.5,36,"EH, DU"
26,7,2014,81,46.5,50.5,"EH, DU"
26,7,2014,82,50.5,60.5,"EH, DU"
26,7,2014,83,62.5,65,"EH, DU"
26,7,2014,84,58.5,60,"EH, DU"
26,7,2014,85,67.5,67.5,"EH, DU"
26,7,2014,86,65,60,"EH, DU"
26,7,2014,87,53.5,60.5,"EH, DU"
26,7,2014,88,57,47,"EH, DU"
26,7,2014,89,44.5,50,"EH, DU"
26,7,2014,90,42,42,"EH, DU"
26,7,2014,91,66.5,62,"EH, DU"
26,7,2014,92,57.5,65.5,"EH, DU"
26,7,2014,93,72,72,"EH, DU"
26,7,2014,94,64,63.5,"EH, DU"
26,7,2014,95,63,64,"EH, DU"
26,7,2014,96,66,65,"EH, DU"
26,7,2014,97,54,57.5,"EH, DU"
26,7,2014,98,60,58.5,"EH, DU"
26,7,2014,99,46,36,"EH, DU"
26,7,2014,100,54,58,"EH, DU"
29,7,2015,1,79.3,80.6,SA
29,7,2015,2,77,76,SA
29,7,2015,3,77.2,74.3,SA
29,7,2015,4,71.2,69.6,SA
29,7,2015,5,71.7,70.5,SA
29,7,2015,6,66.2,65,SA
29,7,2015,7,68.5,69.3,SA
29,7,2015,8,69.8,67,SA
29,7,2015,9,71.6,68.4,SA
29,7,2015,10,63.5,62.6,SA
29,7,2015,11,61,61,EH
29,7,2015,12,72.5,71,EH
29,7,2015,13,53.4,53,EH
29,7,2015,14,62,61.7,EH
29,7,2015,15,67.5,61.3,EH
29,7,2015,16,53.6,53.7,EH
29,7,2015,17,50.2,49,EH
29,7,2015,18,64.8,66,EH
29,7,2015,19,54,56.5,EH
29,7,2015,20,65.5,64.8,EH
29,7,2015,21,74,74.8,SA
29,7,2015,22,72.8,72.5,SA
29,7,2015,23,67.1,68.6,SA
29,7,2015,24,60.3,62.5,SA
29,7,2015,25,62.2,59,SA
29,7,2015,26,66.5,65,SA
29,7,2015,27,61.7,60.5,SA
29,7,2015,28,67.5,68.6,SA
29,7,2015,29,62.1,62.1,SA
29,7,2015,30,69.4,70.3,SA
29,7,2015,31,70.5,70.6,EH
29,7,2015,32,73,71,EH
29,7,2015,33,62,52.5,EH
29,7,2015,34,64.5,61.5,EH
