Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),
2/10/2016,2016,2,10,,-27.6,,-29.9,,-28.8,,46.8,,0,,,M,,M,,M,,,4,,35,
2/11/2016,2016,2,11,,-27.4,,-30.9,,-29.2,,47.2,,0,,,M,,M,,M,,,1,,35,
2/12/2016,2016,2,12,,-26,,-29.5,,-27.8,,45.8,,0,,,M,,M,,M,,,,,<31,
2/13/2016,2016,2,13,,-23.8,,-26,,-24.9,,42.9,,0,,,M,,M,,M,,,,,<31,
2/14/2016,2016,2,14,,,M,-26.7,E,,M,,M,,M,,M,,M,,M,,,8,,35,
2/15/2016,2016,2,15,,-24.4,,-27,,-25.7,,43.7,,0,,,M,,M,,M,,,34,,57,
2/16/2016,2016,2,16,,-22.2,,-25.4,,-23.8,,41.8,,0,,,M,,M,,M,,,20,,69,
2/17/2016,2016,2,17,,-22.2,,-27.2,,-24.7,,42.7,,0,,,M,,M,,M,,,,,<31,
2/18/2016,2016,2,18,,-26.1,,-30.1,,-28.1,,46.1,,0,,,M,,M,,M,,,21,,91,
2/19/2016,2016,2,19,,-26.6,,-29.7,,-28.2,,46.2,,0,,,M,,M,,M,,,21,,65,
2/20/2016,2016,2,20,,-21.7,,-29.2,,-25.5,,43.5,,0,,,M,,M,,M,,,33,,61,
2/21/2016,2016,2,21,,-20.5,,-26,,-23.3,,41.3,,0,,,M,,M,,M,,,19,,70,
2/22/2016,2016,2,22,,-23.9,,-28.8,,-26.4,,44.4,,0,,,M,,M,,M,,,21,,59,
2/23/2016,2016,2,23,,-28,,-30.7,,-29.4,,47.4,,0,,,M,,M,,M,,,22,,35,
2/24/2016,2016,2,24,,-29.2,,-31.6,,-30.4,,48.4,,0,,,M,,M,,M,,,21,,39,
2/25/2016,2016,2,25,,-29.3,,-32,,-30.7,,48.7,,0,,,M,,M,,M,,,,,<31,
2/26/2016,2016,2,26,,-25.5,,-31.3,,-28.4,,46.4,,0,,,M,,M,,M,,,32,,50,
2/27/2016,2016,2,27,,-19.6,,-25.7,,-22.7,,40.7,,0,,,M,,M,,M,,,34,,65,
2/28/2016,2016,2,28,,-13,,-19.6,,-16.3,,34.3,,0,,,M,,M,,M,,,22,,63,
2/29/2016,2016,2,29,,-12,,-15.3,,-13.7,,31.7,,0,,,M,,M,,M,,,30,,72,
3/1/2016,2016,3,1,,-12.5,,-16.4,,-14.5,,32.5,,0,,,M,,M,,M,,,34,,46,
3/2/2016,2016,3,2,,-15.9,E,-18.2,E,-17.1,E,35.1,E,0,E,,M,,M,,M,,,31,,44,
3/3/2016,2016,3,3,,-16.4,,-19,,-17.7,,35.7,,0,,,M,,M,,M,,,21,,35,
3/4/2016,2016,3,4,,-18.2,,-20.5,,-19.4,,37.4,,0,,,M,,M,,M,,,34,,46,
3/5/2016,2016,3,5,,-17.1,,-25.5,,-21.3,,39.3,,0,,,M,,M,,M,,,21,,83,
3/6/2016,2016,3,6,,-24.8,,-27.5,,-26.2,,44.2,,0,,,M,,M,,M,,,21,,102,
3/7/2016,2016,3,7,,-23.7,,-27.1,,-25.4,,43.4,,0,,,M,,M,,M,,,3,,35,
3/8/2016,2016,3,8,,-24.2,,-26.1,,-25.2,,43.2,,0,,,M,,M,,M,,,34,,37,
3/9/2016,2016,3,9,,-23.8,,-26.1,,-25,,43,,0,,,M,,M,,M,,,31,,33,
3/10/2016,2016,3,10,,-22.3,,-26.4,,-24.4,,42.4,,0,,,M,,M,,M,,,21,,100,
3/11/2016,2016,3,11,,-25.6,,-29.8,,-27.7,,45.7,,0,,,M,,M,,M,,,21,,115,
3/12/2016,2016,3,12,,-25.7,,-30.7,,-28.2,,46.2,,0,,,M,,M,,M,,,21,,91,
3/13/2016,2016,3,13,,-24.6,,-28,,-26.3,,44.3,,0,,,M,,M,,M,,,21,,83,
3/14/2016,2016,3,14,,-21.2,,-25.5,,-23.4,,41.4,,0,,,M,,M,,M,,,,,<31,
3/15/2016,2016,3,15,,-20.3,,-26.5,,-23.4,,41.4,,0,,,M,,M,,M,,,31,,59,
3/16/2016,2016,3,16,,-17.5,,-20.5,,-19,,37,,0,,,M,,M,,M,,,28,,46,
3/17/2016,2016,3,17,,-19.2,,-26.1,,-22.7,,40.7,,0,,,M,,M,,M,,,31,,52,
3/18/2016,2016,3,18,,-23.4,,-26,,-24.7,,42.7,,0,,,M,,M,,M,,,34,,52,
3/19/2016,2016,3,19,,-22.8,,-24.7,,-23.8,,41.8,,0,,,M,,M,,M,,,32,,39,
3/20/2016,2016,3,20,,-22.7,,-24.7,,-23.7,,41.7,,0,,,M,,M,,M,,,34,,37,
3/21/2016,2016,3,21,,-21,,-24.4,,-22.7,,40.7,,0,,,M,,M,,M,,,35,,35,
3/22/2016,2016,3,22,,-20.1,,-22.2,,-21.2,,39.2,,0,,,M,,M,,M,,,,,<31,
3/23/2016,2016,3,23,,-19.1,,-22.1,,-20.6,,38.6,,0,,,M,,M,,M,,,34,,37,
3/24/2016,2016,3,24,,-17.4,,-19.8,,-18.6,,36.6,,0,,,M,,M,,M,,,31,,48,
3/25/2016,2016,3,25,,-18.4,,-22.9,,-20.7,,38.7,,0,,,M,,M,,M,,,22,,37,
3/26/2016,2016,3,26,,-22.9,,-25.1,,-24,,42,,0,,,M,,M,,M,,,21,,72,
3/27/2016,2016,3,27,,-22.4,,-25.2,,-23.8,,41.8,,0,,,M,,M,,M,,,21,,72,
3/28/2016,2016,3,28,,-24.6,,-26.1,,-25.4,,43.4,,0,,,M,,M,,M,,,22,,39,
3/29/2016,2016,3,29,,-23.4,,-26,,-24.7,,42.7,,0,,,M,,M,,M,,,31,,35,
3/30/2016,2016,3,30,,-22.9,,-24.3,,-23.6,,41.6,,0,,,M,,M,,M,,,31,,44,
3/31/2016,2016,3,31,,-21.6,,-24.8,,-23.2,,41.2,,0,,,M,,M,,M,,,21,,48,
4/1/2016,2016,4,1,,-20.8,,-24,,-22.4,,40.4,,0,,,M,,M,,M,,,22,,39,
4/2/2016,2016,4,2,,-21.8,,-24.3,,-23.1,,41.1,,0,,,M,,M,,M,,,36,,46,
4/3/2016,2016,4,3,,-21.3,,-24.8,,-23.1,,41.1,,0,,,M,,M,,M,,,34,,61,
4/4/2016,2016,4,4,,-16.2,,-22.5,,-19.4,,37.4,,0,,,M,,M,,M,,,29,,37,
4/5/2016,2016,4,5,,-13.5,,-19.5,,-16.5,,34.5,,0,,,M,,M,,M,,,29,,61,
4/6/2016,2016,4,6,,-15.3,,-17.8,,-16.6,,34.6,,0,,,M,,M,,M,,,34,,74,
4/7/2016,2016,4,7,,-14.6,,-17.8,,-16.2,,34.2,,0,,,M,,M,,M,,,34,,72,
4/8/2016,2016,4,8,,-11.5,,-15.5,,-13.5,,31.5,,0,,,M,,M,,M,,,34,,59,
4/9/2016,2016,4,9,,-11.6,,-15.1,,-13.4,,31.4,,0,,,M,,M,,M,,,,,<31,
4/10/2016,2016,4,10,,-8.3,,-14.9,,-11.6,,29.6,,0,,,M,,M,,M,,,35,,76,
4/11/2016,2016,4,11,,-6.4,,-12.2,,-9.3,,27.3,,0,,,M,,M,,M,,,20,,70,
4/12/2016,2016,4,12,,-9.9,,-16.1,,-13,,31,,0,,,M,,M,,M,,,21,,82,
4/13/2016,2016,4,13,,-11.6,,-15.9,,-13.8,,31.8,,0,,,M,,M,,M,,,21,,69,
4/14/2016,2016,4,14,,-12.8,,-15.7,,-14.3,,32.3,,0,,,M,,M,,M,,,34,,41,
4/15/2016,2016,4,15,,-13.4,,-18.9,,-16.2,,34.2,,0,,,M,,M,,M,,,20,,100,
4/16/2016,2016,4,16,,-16.1,,-19.4,,-17.8,,35.8,,0,,,M,,M,,M,,,22,,61,
4/17/2016,2016,4,17,,-14.5,,-16.4,,-15.5,,33.5,,0,,,M,,M,,M,,,34,,35,
4/18/2016,2016,4,18,,-12.9,,-16.7,,-14.8,,32.8,,0,,,M,,M,,M,,,,,<31,
4/19/2016,2016,4,19,,-15.5,,-18.5,,-17,,35,,0,,,M,,M,,M,,,,,<31,
4/20/2016,2016,4,20,,-15.7,,-18.9,,-17.3,,35.3,,0,,,M,,M,,M,,,34,,48,
4/21/2016,2016,4,21,,-6.4,,-15.7,,-11.1,,29.1,,0,,,M,,M,,M,,,17,,115,
4/22/2016,2016,4,22,,-12.2,,-16,,-14.1,,32.1,,0,,,M,,M,,M,,,17,,98,
4/23/2016,2016,4,23,,-13.7,,-17.6,,-15.7,,33.7,,0,,,M,,M,,M,,,2,,41,
4/24/2016,2016,4,24,,-13,,-14.4,,-13.7,,31.7,,0,,,M,,M,,M,,,1,,41,
4/25/2016,2016,4,25,,-9,,-13.5,,-11.3,,29.3,,0,,,M,,M,,M,,,,,<31,
4/26/2016,2016,4,26,,-5.7,,-10.2,,-8,,26,,0,,,M,,M,,M,,,,,<31,
4/27/2016,2016,4,27,,-1.1,,-8,,-4.6,,22.6,,0,,,M,,M,,M,,,32,,32,
4/28/2016,2016,4,28,,-6.9,,-10.8,,-8.9,,26.9,,0,,,M,,M,,M,,,34,,52,
4/29/2016,2016,4,29,,-10.3,,-12.9,,-11.6,,29.6,,0,,,M,,M,,M,,,34,,50,
4/30/2016,2016,4,30,,-7.3,,-13.2,,-10.3,,28.3,,0,,,M,,M,,M,,,35,,35,
5/1/2016,2016,5,1,,-6.1,,-14.5,,-10.3,,28.3,,0,,,M,,M,,M,,,21,,78,
5/2/2016,2016,5,2,,-4.2,,-6.5,,-5.4,,23.4,,0,,,M,,M,,M,,,17,,57,
5/3/2016,2016,5,3,,-5.5,,-9.2,,-7.4,,25.4,,0,,,M,,M,,M,,,4,,33,
5/4/2016,2016,5,4,,-5.7,,-7.2,,-6.5,,24.5,,0,,,M,,M,,M,,,36,,37,
5/5/2016,2016,5,5,,-4.3,,-8.2,,-6.3,,24.3,,0,,,M,,M,,M,,,36,,37,
5/6/2016,2016,5,6,,-8.2,,-10.2,,-9.2,,27.2,,0,,,M,,M,,M,,,34,,80,
5/7/2016,2016,5,7,,-7.9,,-10,,-9,,27,,0,,,M,,M,,M,,,34,,96,
5/8/2016,2016,5,8,,-6.8,,-10.1,,-8.5,,26.5,,0,,,M,,M,,M,,,1,,85,
5/9/2016,2016,5,9,,-3.3,,-7.4,,-5.4,,23.4,,0,,,M,,M,,M,,,21,,46,
5/10/2016,2016,5,10,,-2.3,,-7.8,,-5.1,,23.1,,0,,,M,,M,,M,,,,,<31,
5/11/2016,2016,5,11,,-3.4,,-9.4,,-6.4,,24.4,,0,,,M,,M,,M,,,,,<31,
5/12/2016,2016,5,12,,-0.7,,-8.1,,-4.4,,22.4,,0,,,M,,M,,M,,,16,,32,
5/13/2016,2016,5,13,,-2.9,E,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
5/14/2016,2016,5,14,,-3.1,,-5.5,,-4.3,,22.3,,0,,,M,,M,,M,,,,,<31,
5/15/2016,2016,5,15,,-2.9,,-5.3,,-4.1,,22.1,,0,,,M,,M,,M,,,7,,43,
5/16/2016,2016,5,16,,5.3,,-3.5,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
5/17/2016,2016,5,17,,6.2,,-1.7,,2.3,,15.7,,0,,,M,,M,,M,,,25,,33,
5/18/2016,2016,5,18,,-1.4,,-6.1,,-3.8,,21.8,,0,,,M,,M,,M,,,21,,70,
5/19/2016,2016,5,19,,-3.2,,-7.4,,-5.3,,23.3,,0,,,M,,M,,M,,,21,,69,
5/20/2016,2016,5,20,,-4.4,,-6,,-5.2,,23.2,,0,,,M,,M,,M,,,31,,44,
5/21/2016,2016,5,21,,-2.5,,-5.4,,-4,,22,,0,,,M,,M,,M,,,,,<31,
5/22/2016,2016,5,22,,-2.9,,-7,,-5,,23,,0,,,M,,M,,M,,,4,,32,
5/23/2016,2016,5,23,,-4.4,,-7,,-5.7,,23.7,,0,,,M,,M,,M,,,4,,106,
5/24/2016,2016,5,24,,-3.3,,-4.7,,-4,,22,,0,,,M,,M,,M,,,36,,67,
5/25/2016,2016,5,25,,-2.3,,-6.7,,-4.5,,22.5,,0,,,M,,M,,M,,,32,,74,
5/26/2016,2016,5,26,,-3,,-7.7,,-5.4,,23.4,,0,,,M,,M,,M,,,21,,96,
5/27/2016,2016,5,27,,-5.5,,-8.3,,-6.9,,24.9,,0,,,M,,M,,M,,,21,,93,
5/28/2016,2016,5,28,,-4.9,,-9.3,,-7.1,,25.1,,0,,,M,,M,,M,,,20,,69,
5/29/2016,2016,5,29,,-4.7,,-7.2,,-6,,24,,0,,,M,,M,,M,,,32,,41,
5/30/2016,2016,5,30,,-3.7,,-7.1,,-5.4,,23.4,,0,,,M,,M,,M,,,,,<31,
5/31/2016,2016,5,31,,-4.2,,-6,,-5.1,,23.1,,0,,,M,,M,,M,,,,,<31,
6/1/2016,2016,6,1,,-2.3,,-5,,-3.7,,21.7,,0,,,M,,M,,M,,,,,<31,
6/2/2016,2016,6,2,,-0.4,,-4,,-2.2,,20.2,,0,,,M,,M,,M,,,,,<31,
6/3/2016,2016,6,3,,-0.9,,-3.9,,-2.4,,20.4,,0,,,M,,M,,M,,,,,<31,
6/4/2016,2016,6,4,,-1.2,,-5,,-3.1,,21.1,,0,,,M,,M,,M,,,,,<31,
6/5/2016,2016,6,5,,-1.3,,-6,,-3.7,,21.7,,0,,,M,,M,,M,,,32,,44,
6/6/2016,2016,6,6,,-2.1,,-5.6,,-3.9,,21.9,,0,,,M,,M,,M,,,,,<31,
6/7/2016,2016,6,7,,-5,,-6.5,,-5.8,,23.8,,0,,,M,,M,,M,,,,,<31,
6/8/2016,2016,6,8,,-2.5,,-5.2,,-3.9,,21.9,,0,,,M,,M,,M,,,,,<31,
6/9/2016,2016,6,9,,-1.1,,-3.6,,-2.4,,20.4,,0,,,M,,M,,M,,,,,<31,
6/10/2016,2016,6,10,,1.5,,-3.3,,-0.9,,18.9,,0,,,M,,M,,M,,,,,<31,
6/11/2016,2016,6,11,,5.6,,0.1,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
6/12/2016,2016,6,12,,6.5,,2.8,,4.7,,13.3,,0,,,M,,M,,M,,,21,,76,
6/13/2016,2016,6,13,,4.8,,2.1,,3.5,,14.5,,0,,,M,,M,,M,,,21,,89,
6/14/2016,2016,6,14,,3.9,,0.7,,2.3,,15.7,,0,,,M,,M,,M,,,22,,76,
6/15/2016,2016,6,15,,5.5,,-1.1,,2.2,,15.8,,0,,,M,,M,,M,,,21,,44,
6/16/2016,2016,6,16,,6,,-3.8,,1.1,,16.9,,0,,,M,,M,,M,,,33,,43,
6/17/2016,2016,6,17,,7.9,,3.1,,5.5,,12.5,,0,,,M,,M,,M,,,20,,37,
6/18/2016,2016,6,18,,6.4,,2.4,,4.4,,13.6,,0,,,M,,M,,M,,,21,,43,
6/19/2016,2016,6,19,,4.5,,-2.2,,1.2,,16.8,,0,,,M,,M,,M,,,,,<31,
6/20/2016,2016,6,20,,0,,-2.5,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
6/21/2016,2016,6,21,,-0.4,E,-1,E,-0.7,E,18.7,E,0,E,,M,,M,,M,,,,M,,
6/22/2016,2016,6,22,,-2.5,E,,M,,M,,M,,M,,M,,M,,M,,,34,,46,
6/23/2016,2016,6,23,,-2.2,,-3,,-2.6,,20.6,,0,,,M,,M,,M,,,34,,48,
6/24/2016,2016,6,24,,-1.2,,-2.7,,-2,,20,,0,,,M,,M,,M,,,30,,32,
6/25/2016,2016,6,25,,-0.4,,-2.4,,-1.4,,19.4,,0,,,M,,M,,M,,,32,,39,
6/26/2016,2016,6,26,,-1,,-2.7,,-1.9,,19.9,,0,,,M,,M,,M,,,34,,46,
6/27/2016,2016,6,27,,-0.7,,-2.8,,-1.8,,19.8,,0,,,M,,M,,M,,,34,,41,
6/28/2016,2016,6,28,,5.4,,-1.2,,2.1,,15.9,,0,,,M,,M,,M,,,29,,33,
6/29/2016,2016,6,29,,11.2,,2.5,,6.9,,11.1,,0,,,M,,M,,M,,,30,,33,
6/30/2016,2016,6,30,,14.2,,8.4,,11.3,,6.7,,0,,,M,,M,,M,,,20,,39,
7/1/2016,2016,7,1,,13.3,,-1,,6.2,,11.8,,0,,,M,,M,,M,,,34,,43,
7/2/2016,2016,7,2,,0,,-1.3,,-0.7,,18.7,,0,,,M,,M,,M,,,35,,52,
7/3/2016,2016,7,3,,0.3,,-1.7,,-0.7,,18.7,,0,,,M,,M,,M,,,,,<31,
7/4/2016,2016,7,4,,6.2,,-0.5,,2.9,,15.1,,0,,,M,,M,,M,,,,,<31,
7/5/2016,2016,7,5,,9.8,,4.7,,7.3,,10.7,,0,,,M,,M,,M,,,31,,41,
7/6/2016,2016,7,6,,9.9,,5,,7.5,,10.5,,0,,,M,,M,,M,,,30,,46,
7/7/2016,2016,7,7,,7.8,,-0.1,,3.9,,14.1,,0,,,M,,M,,M,,,31,,67,
7/8/2016,2016,7,8,,9.1,,4.9,,7,,11,,0,,,M,,M,,M,,,21,,33,
7/9/2016,2016,7,9,,5.7,,-0.3,,2.7,,15.3,,0,,,M,,M,,M,,,,,<31,
7/10/2016,2016,7,10,,2.1,,-2,,0.1,,17.9,,0,,,M,,M,,M,,,,,<31,
7/11/2016,2016,7,11,,8.5,,0.6,,4.6,,13.4,,0,,,M,,M,,M,,,,,<31,
7/12/2016,2016,7,12,,8,,1.5,,4.8,,13.2,,0,,,M,,M,,M,,,,,<31,
7/13/2016,2016,7,13,,4.8,,-1.7,,1.6,,16.4,,0,,,M,,M,,M,,,,,<31,
7/14/2016,2016,7,14,,1,,-2.4,,-0.7,,18.7,,0,,,M,,M,,M,,,,,<31,
7/15/2016,2016,7,15,,1.3,,-2.1,,-0.4,,18.4,,0,,,M,,M,,M,,,,,<31,
7/16/2016,2016,7,16,,3.3,,-2.6,,0.4,,17.6,,0,,,M,,M,,M,,,6,,76,
7/17/2016,2016,7,17,,0.7,,-2.5,,-0.9,,18.9,,0,,,M,,M,,M,,,3,,33,
7/18/2016,2016,7,18,,5.6,,-0.8,,2.4,,15.6,,0,,,M,,M,,M,,,16,,70,
7/19/2016,2016,7,19,,10.4,,3.7,,7.1,,10.9,,0,,,M,,M,,M,,,17,,63,
7/20/2016,2016,7,20,,12.1,,5.1,,8.6,,9.4,,0,,,M,,M,,M,,,7,,43,
7/21/2016,2016,7,21,,,M,2.3,E,,M,,M,,M,,M,,M,,M,,,7,,32,
7/22/2016,2016,7,22,,5.2,E,2.3,E,3.8,E,14.2,E,0,E,,M,,M,,M,,,,,<31,
7/23/2016,2016,7,23,,8.4,,3,,5.7,,12.3,,0,,,M,,M,,M,,,,,<31,
7/24/2016,2016,7,24,,9.8,,6.6,,8.2,,9.8,,0,,,M,,M,,M,,,20,,56,
7/25/2016,2016,7,25,,12.5,,7.2,,9.9,,8.1,,0,,,M,,M,,M,,,21,,50,
7/26/2016,2016,7,26,,14,,10.9,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
7/27/2016,2016,7,27,,15.6,,10.9,,13.3,,4.7,,0,,,M,,M,,M,,,,,<31,
7/28/2016,2016,7,28,,11,,6.7,,8.9,,9.1,,0,,,M,,M,,M,,,,,<31,
7/29/2016,2016,7,29,,12.1,,7.2,,9.7,,8.3,,0,,,M,,M,,M,,,10,,32,
7/30/2016,2016,7,30,,13.4,,8.9,,11.2,,6.8,,0,,,M,,M,,M,,,,,<31,
7/31/2016,2016,7,31,,16.6,,11.2,,13.9,,4.1,,0,,,M,,M,,M,,,17,,46,
8/1/2016,2016,8,1,,15.8,,10.5,,13.2,,4.8,,0,,,M,,M,,M,,,21,,67,
8/2/2016,2016,8,2,,14.2,,9.8,,12,,6,,0,,,M,,M,,M,,,21,,76,
8/3/2016,2016,8,3,,12,,9.9,,11,,7,,0,,,M,,M,,M,,,22,,35,
8/4/2016,2016,8,4,,18.2,,10.1,,14.2,,3.8,,0,,,M,,M,,M,,,20,,35,
8/5/2016,2016,8,5,,18.5,,13,,15.8,,2.2,,0,,,M,,M,,M,,,21,,46,
8/6/2016,2016,8,6,,13.7,,3.1,,8.4,,9.6,,0,,,M,,M,,M,,,,,<31,
8/7/2016,2016,8,7,,4.8,,1.9,,3.4,,14.6,,0,,,M,,M,,M,,,35,,33,
8/8/2016,2016,8,8,,3.6,E,1.7,E,2.7,E,15.3,E,0,E,,M,,M,,M,,,,,<31,
8/9/2016,2016,8,9,,1.8,,-0.3,,0.8,,17.2,,0,,,M,,M,,M,,,4,,35,
8/10/2016,2016,8,10,,-0.1,,-1.5,,-0.8,,18.8,,0,,,M,,M,,M,,,,,<31,
8/11/2016,2016,8,11,,8.6,,-1.6,,3.5,,14.5,,0,,,M,,M,,M,,,,,<31,
8/12/2016,2016,8,12,,,M,5.9,E,,M,,M,,M,,M,,M,,M,,,,,<31,
8/13/2016,2016,8,13,,9.7,,1.3,,5.5,,12.5,,0,,,M,,M,,M,,,,,<31,
8/14/2016,2016,8,14,,5.1,,2.5,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
8/15/2016,2016,8,15,,10.7,,4.7,,7.7,,10.3,,0,,,M,,M,,M,,,,,<31,
8/16/2016,2016,8,16,,13.8,,6.9,,10.4,,7.6,,0,,,M,,M,,M,,,20,,39,
8/17/2016,2016,8,17,,13.8,,9.8,,11.8,,6.2,,0,,,M,,M,,M,,,21,,69,
8/18/2016,2016,8,18,,14.3,,11,,12.7,,5.3,,0,,,M,,M,,M,,,19,,69,
8/19/2016,2016,8,19,,12.6,,3.7,,8.2,,9.8,,0,,,M,,M,,M,,,19,,50,
8/20/2016,2016,8,20,,7,,3.1,,5.1,,12.9,,0,,,M,,M,,M,,,,,<31,
8/21/2016,2016,8,21,,11.4,,3,,7.2,,10.8,,0,,,M,,M,,M,,,,,<31,
8/22/2016,2016,8,22,,7.3,,0,,3.7,,14.3,,0,,,M,,M,,M,,,5,,56,
8/23/2016,2016,8,23,,3.1,,1.3,,2.2,,15.8,,0,,,M,,M,,M,,,4,,59,
8/24/2016,2016,8,24,,2.7,,1.1,,1.9,,16.1,,0,,,M,,M,,M,,,7,,54,
8/25/2016,2016,8,25,,7.9,,2.1,,5,,13,,0,,,M,,M,,M,,,7,,76,
8/26/2016,2016,8,26,,3.8,,1.2,,2.5,,15.5,,0,,,M,,M,,M,,,24,,32,
8/27/2016,2016,8,27,,5.6,,1.6,,3.6,,14.4,,0,,,M,,M,,M,,,25,,33,
8/28/2016,2016,8,28,,9,,5.2,,7.1,,10.9,,0,,,M,,M,,M,,,,,<31,
8/29/2016,2016,8,29,,8.1,E,,M,,M,,M,,M,,M,,M,,M,,,31,,37,
8/30/2016,2016,8,30,,8.7,,1.7,,5.2,,12.8,,0,,,M,,M,,M,,,36,,35,
8/31/2016,2016,8,31,,7,,0.8,,3.9,,14.1,,0,,,M,,M,,M,,,25,,56,
9/1/2016,2016,9,1,,4.8,,0.1,,2.5,,15.5,,0,,,M,,M,,M,,,19,,35,
9/2/2016,2016,9,2,,6.1,,2.2,,4.2,,13.8,,0,,,M,,M,,M,,,25,,72,
9/3/2016,2016,9,3,,4.3,,0.8,,2.6,,15.4,,0,,,M,,M,,M,,,21,,91,
9/4/2016,2016,9,4,,2.1,,-0.6,,0.8,,17.2,,0,,,M,,M,,M,,,21,,65,
9/5/2016,2016,9,5,,1.4,,-0.9,,0.3,,17.7,,0,,,M,,M,,M,,,36,,57,
9/6/2016,2016,9,6,,4.7,,-0.9,,1.9,,16.1,,0,,,M,,M,,M,,,20,,106,
9/7/2016,2016,9,7,,2.3,,-1.1,,0.6,,17.4,,0,,,M,,M,,M,,,20,,104,
9/8/2016,2016,9,8,,0.2,,-1.4,,-0.6,,18.6,,0,,,M,,M,,M,,,35,,44,
9/9/2016,2016,9,9,,4.9,,-1.2,,1.9,,16.1,,0,,,M,,M,,M,,,20,,80,
9/10/2016,2016,9,10,,3.5,,1,,2.3,,15.7,,0,,,M,,M,,M,,,21,,46,
9/11/2016,2016,9,11,,6.4,,0.8,,3.6,,14.4,,0,,,M,,M,,M,,,,,<31,
9/12/2016,2016,9,12,,3.4,,0.7,,2.1,,15.9,,0,,,M,,M,,M,,,,,<31,
9/13/2016,2016,9,13,,4.2,,0.9,,2.6,,15.4,,0,,,M,,M,,M,,,21,,74,
9/14/2016,2016,9,14,,5.3,,2.3,,3.8,,14.2,,0,,,M,,M,,M,,,16,,80,
9/15/2016,2016,9,15,,5.1,,-3.7,,0.7,,17.3,,0,,,M,,M,,M,,,20,,74,
9/16/2016,2016,9,16,,-2,,-4.1,,-3.1,,21.1,,0,,,M,,M,,M,,,24,,61,
9/17/2016,2016,9,17,,-1.1,,-3.7,,-2.4,,20.4,,0,,,M,,M,,M,,,21,,63,
9/18/2016,2016,9,18,,-0.9,,-4,,-2.5,,20.5,,0,,,M,,M,,M,,,21,,87,
9/19/2016,2016,9,19,,1.5,,-1.1,,0.2,,17.8,,0,,,M,,M,,M,,,20,,78,
9/20/2016,2016,9,20,,5.1,,-1.1,,2,,16,,0,,,M,,M,,M,,,14,,32,
9/21/2016,2016,9,21,,,M,,M,,M,,M,,M,,M,,M,,M,,,31,,35,
9/22/2016,2016,9,22,,0.4,,-1,,-0.3,,18.3,,0,,,M,,M,,M,,,33,,32,
9/23/2016,2016,9,23,,-0.3,,-1.5,,-0.9,,18.9,,0,,,M,,M,,M,,,36,,46,
9/24/2016,2016,9,24,,1.4,,-3.1,,-0.9,,18.9,,0,,,M,,M,,M,,,21,,65,
9/25/2016,2016,9,25,,2.5,,-0.5,,1,,17,,0,,,M,,M,,M,,,23,,52,
9/26/2016,2016,9,26,,4.4,,-0.9,,1.8,,16.2,,0,,,M,,M,,M,,,21,,80,
9/27/2016,2016,9,27,,4.2,,0.4,,2.3,,15.7,,0,,,M,,M,,M,,,19,,115,
9/28/2016,2016,9,28,,1.3,,-2,,-0.4,,18.4,,0,,,M,,M,,M,,,21,,93,
9/29/2016,2016,9,29,,1.2,,-2.4,,-0.6,,18.6,,0,,,M,,M,,M,,,9,,37,
9/30/2016,2016,9,30,,-0.2,,-1.6,,-0.9,,18.9,,0,,,M,,M,,M,,,31,,59,
10/1/2016,2016,10,1,,-1.6,,-4,,-2.8,,20.8,,0,,,M,,M,,M,,,31,,44,
10/2/2016,2016,10,2,,,M,-5,E,,M,,M,,M,,M,,,,M,,,,M,,
10/3/2016,2016,10,3,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
10/4/2016,2016,10,4,,-2.1,,-4.4,,-3.3,,21.3,,0,,,M,,M,,M,,,1,,46,
10/5/2016,2016,10,5,,-2.1,,-4.7,,-3.4,,21.4,,0,,,M,,M,,M,,,31,,91,
10/6/2016,2016,10,6,,-3.8,,-5.6,,-4.7,,22.7,,0,,,M,,M,,M,,,34,,59,
10/7/2016,2016,10,7,,-4.5,,-7.6,,-6.1,,24.1,,0,,,M,,M,,M,,,22,,46,
10/8/2016,2016,10,8,,-2.3,,-5.5,,-3.9,,21.9,,0,,,M,,M,,M,,,30,,78,
10/9/2016,2016,10,9,,-3.3,,-7.8,,-5.6,,23.6,,0,,,M,,M,,M,,,21,,63,
10/10/2016,2016,10,10,,-4.1,,-8.1,,-6.1,,24.1,,0,,,M,,M,,M,,,20,,78,
10/11/2016,2016,10,11,,-4,,-7.3,,-5.7,,23.7,,0,,,M,,M,,M,,,21,,63,
